1;-2347.61;7126;8
2;6074.35;8900;3
3;5709.5;9804;6
4;8407.09;9804;3
5;8238.82;10189;3
6;7444.65;10451;10
7;7830.55;10498;8
8;6868.94;10498;8
9;7522.96;10498;8
10;7432.76;10498;8
11;7679.85;10498;9
12;7171.3;10498;8
13;7263.15;10498;9
14;7485.57;10498;9
15;7236.38;10498;9
16;8252.03;10498;9
17;7679.31;10498;9
18;7475.48;10498;9
19;7012.81;10498;9
20;7590.86;10498;9
21;7572.11;10498;8
22;7721.51;10498;9
23;7352.56;10498;9
24;7367.99;10498;9
25;7352.04;10498;9
26;7378.28;10498;9
27;7834.59;10498;10
28;7157.65;10498;9
29;7109.87;10498;9
30;7717.61;10498;9
31;7203.8;10498;8
32;7465.98;10498;8
33;7895.18;10498;9
34;7548.98;10498;9
35;6984.98;10498;9
36;7354.48;10498;9
37;7105.81;10498;9
38;7229.22;10632;10
39;6279.41;10660;15
40;6203.39;10660;15
41;5283.56;10660;16
42;6069.33;10822;16
43;6037.9;10822;15
44;6177.84;10822;15
45;6077.23;11329;15
46;6185.05;11464;12
47;6959.81;11464;12
48;6577.49;11566;13
49;6155.76;11566;13
50;6880.77;11566;15
51;6776.68;11566;14
52;7158.21;11724;14
53;4497.48;11803;19
54;5003.96;11803;18
55;4906.39;11803;18
56;4949.85;11803;19
57;4468.06;11803;19
58;4475.13;11995;19
59;3799.22;11995;19
60;4450.1;11995;19
61;4024.61;11995;19
62;4342.89;11995;19
63;4448.61;11995;20
64;4126.54;12001;20
65;3950.11;12001;23
66;4475.79;12001;23
67;4230.06;12001;23
68;4299.03;12001;23
69;3606.09;12001;24
70;4061.91;12001;24
71;3958.32;12001;24
72;3208.35;12001;23
73;3405;12001;24
74;3931.01;12001;23
75;3918.14;12001;22
76;4059.27;12001;21
77;4012.9;12001;23
78;2951.17;12001;21
79;3812.72;12001;21
80;4124.2;12001;23
81;4155.48;12001;20
82;3572.2;12001;21
83;3867.55;12001;22
84;4245.08;12001;22
85;4642.43;12001;24
86;4506.69;12001;24
87;3814.36;12001;23
88;3480.49;12001;22
89;4019.3;12001;22
90;3860.09;12001;22
91;4089.04;12082;23
92;4283.27;12082;25
93;4095.3;12096;25
94;4312.69;12096;25
95;3678.38;12273;24
96;4241.72;12273;24
97;4305.89;12273;24
98;4166.16;12273;25
99;3991.61;12273;25
100;3779.74;12273;23
101;4410.49;12273;25
102;4495.24;12273;25
103;4047.32;12273;25
104;4212.45;12273;25
105;4573.03;12273;25
106;3794.43;12273;25
107;3689.07;12273;24
108;4751.09;12273;25
109;3982.45;12273;25
110;4283.8;12273;25
111;3423;12273;26
112;4370.43;12273;23
113;3559.96;12273;24
114;3916.74;12340;23
115;4621.56;12340;24
116;3984.07;12340;23
117;4756.32;12340;25
118;4451.06;12340;25
119;5250.93;12340;25
120;4826.89;12340;24
121;4285.56;12340;25
122;4816.61;12340;24
123;4762.84;12340;24
124;4569.81;12340;25
125;4517.19;12340;25
126;4905.54;12340;24
127;4929.74;12340;24
128;5172.52;12340;25
129;4815.23;12340;25
